,title,movieId,rating_avg
2795,EuroTrip (2004),109755,3.1
2796,Europa (Zentropa) (1991),6971,4.0
2797,Europa Europa (Hitlerjunge Salomon) (1990),18705,4.3
2798,European Vacation (aka National Lampoon's European Vacation) (1985),41910,2.6
2799,Eva (2011),94810,5.0
2800,Evan Almighty (2007),701909,2.5
2801,Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007),211599,3.8
2802,Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha) (2009),252561,3.5
2803,Evangelion: 3.0 You Can (Not) Redo (2012),320619,2.5
2804,Eve of Destruction (1991),6574,1.0
2805,Eve's Bayou (1997),1660,3.0
2806,Evelyn (2002),5947,3.0
2807,Even Cowgirls Get the Blues (1993),2664,2.3
2808,Even the Rain (También la lluvia) (2010),84240,4.0
2809,"Evening with Kevin Smith 2: Evening Harder, An (2006)",112024,2.8
2810,Event Horizon (1997),39750,2.9
2811,Ever After: A Cinderella Story (1998),44625,3.6
2812,Everest (1998),10782,4.2
2813,Everest (2015),854688,3.1
2814,"Everlasting Piece, An (2000)",4032,4.0
2815,Every Secret Thing (2014),140850,2.0
2816,Every Which Way But Loose (1978),16146,3.0
2817,Everybody Wants Some (2016),469113,4.2
2818,Everybody's Famous! (Iedereen beroemd!) (2000),4926,2.0
2819,Everyone Says I Love You (1996),15855,3.5
2820,Everything Is Illuminated (2005),328815,3.8
2821,Everything Must Go (2010),261894,2.7
2822,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),45744,3.5
2823,Everything or Nothing: The Untold Story of 007 (2012),99846,3.0
2824,Evil Aliens (2005),44777,4.5
2825,Evil Dead (2013),203478,3.2
2826,Evil Dead II (Dead by Dawn) (1987),42874,4.0
2827,"Evil Dead, The (1981)",90310,3.8
2828,Evita (1996),16992,3.4
2829,Evolution (2001),117261,3.0
2830,"Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure) (1984)",53020,2.2
2831,Ewoks: The Battle for Endor (1985),53084,3.0
2832,Ex Drummer (2007),59814,5.0
2833,Ex Machina (2015),3239964,3.9
2834,"Ex, The (2007)",52867,4.0
2835,Exam (2009),391745,3.8
2836,Excalibur (1981),71800,3.6
2837,Excess Baggage (1997),6420,2.8
2838,Executive Decision (1996),20254,3.4
2839,Executive Suite (1954),8462,3.0
2840,Exit Through the Gift Shop (2010),1006915,4.0
2841,Exit Wounds (2001),8448,2.8
2842,Exit to Eden (1994),3978,2.6
2843,Exodus (1960),5799,3.5
2844,Exodus: Gods and Kings (2014),233774,2.8
2845,"Exorcism of Emily Rose, The (2005)",226320,2.9
2846,Exorcist II: The Heretic (1977),7992,1.5
2847,"Exorcist III, The (1990)",7996,2.0
2848,"Exorcist, The (1973)",105841,3.8
2849,Exorcist: The Beginning (2004),26445,2.5
2850,Exotica (1994),2796,3.5
2851,Expelled: No Intelligence Allowed (2008),59295,1.0
2852,"Expendables 2, The (2012)",914850,3.5
2853,"Expendables, The (2010)",1354815,3.1
2854,Experimenter (2015),127116,4.5
2855,Explorers (1985),15486,3.5
2856,Exposed (2016),151501,1.5
2857,"Express, The (2008)",62799,3.0
2858,Exte: Hair Extensions (2007),139511,3.0
2859,"Exterminating Angel, The (Ángel exterminador, El) (1962)",17240,1.5
2860,Extract (2009),142496,2.0
2861,"Extraordinary Adventures of Adèle Blanc-Sec, The (2010)",79895,2.5
2862,Extraordinary Tales (2015),145080,2.5
2863,Extreme Days (2001),4818,2.0
2864,Extreme Measures (1996),3009,2.5
2865,Extreme Ops (2002),11760,1.8
2866,Extremely Loud and Incredibly Close (2011),182650,2.8
2867,Extremities (1986),4838,3.8
2868,Eye See You (D-Tox) (2002),7477,2.5
2869,Eye for an Eye (1996),366,3.8
2870,"Eye for an Eye, An (1981)",4946,4.0
2871,Eye in the Sky (2016),465864,2.8
2872,Eye of the Beholder (1999),19428,1.6
2873,"Eye, The (Gin gwai) (Jian gui) (2002)",13818,3.2
2874,Eyes Wide Shut (1999),143736,3.5
2875,"Eyes Without a Face (Yeux sans visage, Les) (1959)",1682,3.0
2876,Eyes of Laura Mars (1978),13780,3.5
2877,"Eyes of Tammy Faye, The (2000)",7718,3.8
2878,"Eyewitness (Janitor, The) (1981)",5733,4.0
2879,"F*ck You, Goethe 2 (2015)",142602,1.0
2880,F/X (1986),60208,3.2
2881,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),18820,2.3
2882,FLCL (2000),561024,4.3
2883,"Fabulous Baker Boys, The (1989)",25788,3.1
2884,"Face in the Crowd, A (1957)",15190,4.2
2885,Face/Off (1997),121121,3.4
2886,Faces of Death (1978),11470,1.8
2887,Faces of Death 3 (1985),5736,1.5
2888,"Facing Windows (Finestra di fronte, La) (2003)",27744,4.5
2889,Factory Girl (2006),51174,3.5
2890,"Faculty, The (1998)",55844,2.5
2891,Fading Gigolo (2013),110718,4.0
2892,Fahrenheit 451 (1966),63050,3.6
2893,Fahrenheit 9/11 (2004),319014,3.5
2894,Fail-Safe (1964),7560,4.0
2895,Failure to Launch (2006),264024,3.2
2896,Fair Game (1995),355,1.7
2897,FairyTale: A True Story (1997),1654,3.5
2898,Fall (1997),1574,1.0
2899,"Fall of the House of Usher, The (House of Usher) (1960)",8806,3.0
2900,"Fall, The (2006)",653257,4.0
2901,Fallen (1998),26310,3.5
2902,Fallen Angels (Duo luo tian shi) (1995),1757,2.0
2903,"Fallen Idol, The (1948)",46664,2.5
2904,Falling Angels (2003),8952,3.5
2905,Falling Down (1993),51340,3.5
2906,Fame (1980),44424,3.3
2907,Family Business (1989),9186,2.2
2908,Family Guy Presents Stewie Griffin: The Untold Story (2005),440496,3.7
2909,Family Guy Presents: Blue Harvest (2007),127390,4.0
2910,Family Guy Presents: It's a Trap (2010),514680,3.6
2911,"Family Guy Presents: Something, Something, Something, Dark Side (2009)",140481,4.5
2912,"Family Man, The (2000)",92529,3.1
2913,Family Plot (1976),6531,3.2
2914,"Family Stone, The (2005)",332584,2.9
2915,"Family Thing, A (1996)",1270,3.0
2916,"Family, The (2013)",314775,3.5
2917,"Fan, The (1996)",6256,3.0
2918,Fanboys (2009),549272,2.9
2919,Fandango (1985),10365,3.6
2920,Fanny and Alexander (Fanny och Alexander) (1982),4136,2.8
2921,Fans (1999),118530,4.5
2922,Fantasia (1940),67946,3.8
2923,Fantasia 2000 (1999),47385,3.8
2924,Fantastic Beasts and Where to Find Them (2016),1892002,3.7
2925,"Fantastic Fear of Everything, A (2012)",196558,4.0
2926,Fantastic Four (2005),1229400,2.8
2927,Fantastic Four (2015),614510,2.1
2928,Fantastic Four: Rise of the Silver Surfer (2007),1069280,2.6
2929,Fantastic Mr. Fox (2009),1300068,4.1
2930,"Fantastic Planet, The (Planète sauvage, La) (1973)",7485,4.0
2931,Fantastic Voyage (1966),23562,2.7
2932,"Fantasticks, The (1995)",8386,4.0
2933,Far From Home: The Adventures of Yellow Dog (1995),476,4.0
2934,Far and Away (1992),35849,3.1
2935,Far from Heaven (2002),63932,3.9
2936,"Faraway, So Close (In weiter Ferne, so nah!) (1993)",3920,4.0
2937,Farewell My Concubine (Ba wang bie ji) (1993),4014,3.8
2938,"Farewell to Arms, A (1932)",976,3.0
2939,Farewell to the King (1989),4594,3.0
2940,Fargo (1996),110048,4.1
2941,Farinelli: il castrato (1994),1210,3.6
2942,"Farmer's Daughter, The (1947)",8611,3.5
2943,Farscape: The Peacekeeper Wars (2004),253732,3.5
2944,"Fast & Furious (Fast and the Furious 4, The) (2009)",679230,3.2
2945,"Fast & Furious 6 (Fast and the Furious 6, The) (2013)",719012,3.4
2946,"Fast Five (Fast and the Furious 5, The) (2011)",866440,3.0
2947,Fast Food Nation (2006),148041,3.8
2948,"Fast Food, Fast Women (2000)",4307,4.5
2949,"Fast Runner, The (Atanarjuat) (2001)",16251,3.8
2950,Fast Times at Ridgemont High (1982),134820,3.5
2951,"Fast and the Furious, The (2001)",196605,3.1
2952,"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)",509685,2.1
2953,"Fast, Cheap & Out of Control (1997)",4947,2.5
2954,Faster (2010),82744,5.0
2955,Faster Pussycat! Kill! Kill! (1965),1950,3.7
2956,Fat Albert (2004),61766,1.5
2957,Fat City (1972),5986,4.0
2958,Fat Girl (À ma soeur!) (2001),9694,3.0
2959,Fat Man and Little Boy (1989),4595,3.5
2960,Fatal Attraction (1987),111636,3.1
2961,Fatal Beauty (1987),3716,1.0
2962,Fatal Instinct (1993),5340,3.0
2963,Father Goose (1964),14385,3.7
2964,Father Hood (1993),8380,2.5
2965,Father of the Bride (1950),11208,3.2
2966,Father of the Bride (1991),90272,3.5
2967,Father of the Bride Part II (1995),245,3.1
2968,Fathers' Day (1997),4578,1.0
2969,Faust (1926),4404,4.0
2970,Fay Grim (2006),53143,2.0
2971,Fear (1996),4634,3.3
2972,Fear City: A Family-Style Comedy (La cité de la peur) (1994),48045,4.0
2973,Fear X (2003),17012,2.2
2974,Fear and Loathing in Las Vegas (1998),86664,4.0
2975,Fear of a Black Hat (1994),449,1.0
2976,FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com) (2002),16668,1.5
2977,Fearless (1993),3584,3.6
2978,"Fearless Hyena, The (Xiao quan guai zhao) (1979)",196998,3.0
2979,"Fearless Vampire Killers, The (1967)",26784,3.7
2980,Feast (2005),97356,2.8
2981,Feast (2014),138702,3.0
2982,Federal Hill (1994),406,3.0
2983,Feds (1988),4504,1.5
2984,Feeling Minnesota (1996),3485,2.7
2985,Felicia's Journey (1999),9165,3.3
2986,Fellini Satyricon (1969),4282,3.5
2987,Fellini's Casanova (Il Casanova di Federico Fellini) (1976),97276,3.5
2988,Felon (2008),121506,3.5
2989,Felony (2013),113186,3.0
2990,Female Perversions (1996),2624,2.5
2991,Female Trouble (1975),9726,3.2
2992,Femme Fatale (2002),23236,3.4
2993,"Femme Nikita, La (Nikita) (1990)",43715,4.1
2994,Fences (2016),166705,3.0
2995,Ferdinand (2017),180987,1.5
2996,Ferngully: The Last Rainforest (1992),36113,3.1
2997,Ferris Bueller's Day Off (1986),318062,3.8
2998,Fever Pitch (1997),5924,3.0
2999,Fever Pitch (2005),260784,2.9
3000,"Few Good Men, A (1992)",129276,3.8
3001,Ffolkes (1979),5209,2.0
3002,Fiddler on the Roof (1971),38856,3.8
3003,Fido (2006),374276,3.3
3004,"Field in England, A (2013)",103685,4.5
3005,Field of Dreams (1989),72912,3.5
3006,"Fiendish Plot of Dr. Fu Manchu, The (1980)",2286,2.0
3007,Fierce Creatures (1997),11400,3.0
3008,"Fifth Element, The (1997)",177132,3.7
3009,Fifty Shades Darker (2017),168712,1.0
3010,Fifty Shades of Grey (2015),377748,1.0
3011,Fight Club (1999),645062,4.3
3012,"Fighter, The (2010)",1884436,3.8
3013,"Fighting Seabees, The (1944)",7286,3.5
3014,"Fighting Temptations, The (2003)",6752,3.5
3015,Films to Keep You Awake: The Christmas Tale (Películas para no dormir: Cuento de navidad) (2005),86068,0.5
3016,Filth (2013),211186,4.5
3017,"Filth and the Fury, The (2000)",7078,3.2
3018,Final Analysis (1992),6973,2.5
3019,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",5580,2.0
3020,"Final Countdown, The (1980)",4939,3.0
3021,"Final Cut, The (2004)",26817,3.7
3022,Final Destination (2000),119315,2.9
3023,Final Destination 2 (2003),60580,3.0
3024,Final Destination 3 (2006),393111,2.8
3025,Final Destination 5 (2011),88932,4.5
3026,"Final Destination, The (Final Destination 4) (Final Destination in 3-D, The) (2009)",213756,2.7
3027,Final Fantasy VII: Advent Children (2004),378300,3.5
3028,Final Fantasy: The Spirits Within (2001),137826,3.4
3029,Final Flight of the Osiris (2003),172881,3.5
3030,Find Me Guilty (2006),44197,3.0
3031,Finding Dory (2016),2044848,3.6
3032,Finding Forrester (2000),112532,3.7
3033,Finding Nemo (2003),899157,4.0
3034,Finding Neverland (2004),287040,3.6
3035,Fire Down Below (1997),4878,2.7
3036,Fire and Ice (1983),5041,1.5
3037,Fire and Ice (2008),65651,2.0
3038,Fire in the Sky (1993),18010,2.0
3039,Fire with Fire (2012),99005,1.5
3040,Fired Up (2009),414414,3.6
3041,Firefox (1982),12156,2.8
3042,Fireproof (2008),64114,1.0
3043,Firestarter (1984),37080,3.0
3044,Firewalker (1986),7431,3.3
3045,Firewall (2006),350968,2.8
3046,Fireworks (Hana-bi) (1997),10854,4.0
3047,"Fireworks, Should We See It from the Side or the Bottom? (2017)",178111,2.0
3048,"Firm, The (1993)",45854,3.5
3049,"Firm, The (2009)",95624,3.0
3050,"First Beautiful Thing, The (La prima cosa bella) (2010)",81831,4.0
3051,First Blood (Rambo: First Blood) (1982),72090,3.5
3052,First Daughter (2004),53214,3.3
3053,First Kid (1996),4405,2.1
3054,First Knight (1995),9072,3.1
3055,First Monday in October (1981),5742,4.0
3056,First Position (2011),95218,3.5
3057,First Reformed (2017),184721,4.0
3058,First Snow (2006),108232,3.2
3059,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),28580,3.6
3060,First Sunday (2008),57522,3.5
3061,"First Time, The (2012)",202830,1.5
3062,"First Wives Club, The (1996)",17430,3.1
3063,"Fish Called Wanda, A (1988)",76609,3.9
3064,Fish Story (Fisshu sutôrî) (2009),99638,3.0
3065,"Fisher King, The (1991)",111888,3.8
3066,Fist Fight (2017),167634,4.5
3067,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)",13314,3.8
3068,Fist of Legend (Jing wu ying xiong) (1994),107460,3.4
3069,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",115089,3.9
3070,Fitzcarraldo (1982),11880,3.4
3071,Five Deadly Venoms (1978),26399,3.5
3072,Five Easy Pieces (1970),25608,4.5
3073,Five Element Ninjas (1982),135803,3.5
3074,"Five Senses, The (1999)",3795,5.0
3075,"Five-Year Engagement, The (2012)",377064,2.5
3076,Flags of Our Fathers (2006),536613,3.5
3077,"Flamingo Kid, The (1984)",23156,2.9
3078,Flash Gordon (1980),39528,3.2
3079,Flash Gordon Conquers the Universe (1940),17354,1.2
3080,Flashback (1990),5657,4.5
3081,Flashdance (1983),47072,2.9
3082,Flatfoot on the Nile (Piedone d'Egitto) (1980),68480,1.5
3083,Flatliners (1990),55290,2.9
3084,Flawless (1999),15575,4.0
3085,Fled (1996),7281,2.3
3086,Flesh & Blood (1985),14614,3.0
3087,Flesh and Bone (1993),451,4.0
3088,Fletch (1985),56904,3.1
3089,Fletch Lives (1989),21348,2.2
3090,Flickering Lights (Blinkende lygter) (2000),18900,4.5
3091,Flight (2012),881307,3.5
3092,Flight of the Navigator (1986),49104,3.2
3093,Flight of the Phoenix (2004),111348,2.9
3094,"Flight of the Phoenix, The (1965)",12896,4.0
3095,Flightplan (2005),414997,2.9
3096,Flint (2017),193585,3.5
3097,"Flintstones in Viva Rock Vegas, The (2000)",42768,1.6
3098,"Flintstones, The (1994)",14910,2.4
3099,Flipped (2010),241758,3.8
3100,Flipper (1996),7110,3.0
3101,Flirting (1991),11274,4.5
3102,Flirting With Disaster (1996),1500,3.6
3103,Florence Foster Jenkins (2016),155659,4.0
3104,"Flower of My Secret, The (La flor de mi secreto) (1995)",1851,2.8
3105,Flowers for Algernon (2000),165529,2.0
3106,Flowers in the Attic (1987),28763,2.6
3107,"Flowers of War, The (Jin líng shí san chai) (2011)",92243,4.5
3108,Flubber (1997),27232,3.0
3109,Fluke (1995),241,4.0
3110,Flushed Away (2006),342874,3.5
3111,Fly Away Home (1996),12818,3.5
3112,"Fly II, The (1989)",22104,2.3
3113,"Fly, The (1958)",31902,3.4
3114,"Fly, The (1986)",105565,3.4
3115,Flyboys (2006),48319,2.0
3116,Flying Down to Rio (1933),7049,3.0
3117,Flying Tigers (1942),7256,3.0
3118,Focus (2001),4871,3.5
3119,Focus (2015),1293540,3.2
3120,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",93028,4.3
3121,"Fog, The (1980)",5640,2.5
3122,"Fog, The (2005)",197000,2.1
3123,"Follow Me, Boys! (1966)",7312,0.5
3124,Follow the Fleet (1936),14100,3.8
3125,Following (1998),15474,3.8
3126,"Food, Inc. (2008)",570256,3.7
3127,Fool's Gold (2008),173853,2.3
3128,Fools Rush In (1997),17484,3.1
3129,Footloose (1984),60656,3.2
3130,Footloose (2011),180686,2.8
3131,For Keeps (1988),4505,3.0
3132,For Love of the Game (1999),22888,3.4
3133,For Love or Money (1993),2265,2.8
3134,For Richer or Poorer (1997),8515,2.9
3135,For Roseanna (Roseanna's Grave) (1997),3128,4.0
3136,For Whom the Bell Tolls (1943),1794,3.8
3137,For Your Consideration (2006),196880,2.4
3138,For Your Eyes Only (1981),62769,3.5
3139,For a Few Dollars More (Per qualche dollaro in più) (1965),121473,4.2
3140,"For a Good Time, Call... (2012)",92665,2.5
3141,For the Bible Tells Me So (2007),111240,3.2
3142,For the Birds (2000),479290,3.9
3143,For the Boys (1991),4290,2.0
3144,For the Love of Benji (1977),3674,4.0
3145,Forbidden Games (Jeux interdits) (1952),6982,3.5
3146,"Forbidden Kingdom, The (2008)",177309,3.8
3147,Forbidden Planet (1956),16913,3.8
3148,Force 10 from Navarone (1978),21114,2.9
3149,Forces of Nature (1999),23022,2.3
3150,Foreign Correspondent (1940),929,3.5
3151,Forever Young (1992),88263,2.9
3152,Forget Paris (1995),5214,3.3
3153,Forgetting Sarah Marshall (2008),2300922,3.8
3154,Forgotten Silver (1996),8700,4.2
3155,"Forgotten, The (2004)",44350,2.5
3156,Formula 51 (2001),17034,2.7
3157,Formula of Love (1984),145994,5.0
3158,Forrest Gump (1994),117124,4.2
3159,Fort Tilden (2014),141513,4.0
3160,Fortress (1992),26819,2.5
3161,Foul Play (1978),14214,2.8
3162,"Fountain, The (2006)",672602,3.5
3163,"Fountainhead, The (1949)",15162,3.2
3164,Four Brothers (2005),241738,3.6
3165,Four Christmases (2008),192096,2.8
3166,"Four Days in September (O Que É Isso, Companheiro?) (1997)",1759,5.0
3167,"Four Feathers, The (2002)",11222,2.8
3168,Four Lions (2010),389000,4.0
3169,"Four Musketeers, The (1974)",30880,2.8
3170,Four Rooms (1995),360,3.7
3171,"Four Seasons, The (1981)",5745,5.0
3172,Four Weddings and a Funeral (1994),36771,3.5
3173,"Fourth Protocol, The (1987)",4110,3.0
3174,"Fox and the Hound, The (1981)",20660,3.6
3175,Foxfire (1996),2505,3.7
3176,Foxy Brown (1974),4065,2.5
3177,Fracchia contro Dracula (1985),139994,4.0
3178,Fracture (2007),631248,3.7
3179,Frailty (2001),58234,3.9
3180,Fraktus (2012),155168,4.0
3181,Frances (1982),2757,3.5
3182,Frances Ha (2012),102800,2.5
3183,Frank (2014),337263,4.3
3184,Frankenstein (1931),29128,3.9
3185,Frankenstein (2015),151559,2.0
3186,Frankenstein 90 (1984),37444,4.0
3187,Frankenstein Meets the Wolf Man (1943),2651,1.0
3188,Frankenstein Must Be Destroyed (1969),7900,3.0
3189,Frankenstein Unbound (1990),8092,3.0
3190,Frankenweenie (2012),194344,2.5
3191,Frankie and Johnny (1966),4284,3.0
3192,Frankie and Johnny (1991),12855,2.8
3193,Frantic (1988),13518,3.2
3194,Fraternity Vacation (1985),5278,1.0
3195,Freaked (1993),26861,3.5
3196,Freaks (1932),76563,3.2
3197,Freaks of Nature (2015),144734,4.5
3198,Freaky Friday (1977),16112,2.6
3199,Freaky Friday (2003),158232,3.2
3200,Fred Armisen: Standup for Drummers (2018),369582,3.2
3201,Freddy Got Fingered (2001),42550,2.2
3202,Freddy vs. Jason (2003),59535,2.3
3203,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",9865,2.2
3204,Free Enterprise (1998),8043,3.0
3205,Free Fire (2017),169992,3.5
3206,Free Willy (1993),16835,2.4
3207,Free Willy 2: The Adventure Home (1995),1690,2.4
3208,Free to Play (2014),110350,4.5
3209,Freedom Writers (2007),199640,3.8
3210,Freedomland (2006),43912,2.0
3211,Freejack (1992),15208,2.0
3212,Freeway (1996),5170,3.1
3213,Freezer (2014),107962,2.0
3214,French Connection II (1975),26344,3.0
3215,"French Connection, The (1971)",76167,3.9
3216,French Kiss (1995),10620,3.5
3217,"French Lieutenant's Woman, The (1981)",9568,3.0
3218,French Twist (Gazon maudit) (1995),340,3.4
3219,Frenzy (1972),4356,3.5
3220,Frequency (2000),126360,3.4
3221,Frequently Asked Questions About Time Travel (2009),355530,3.6
3222,Fresh (1994),1824,3.8
3223,"Freshman, The (1925)",25752,4.0
3224,"Freshman, The (1990)",41844,3.0
3225,Frida (2002),92656,3.8
3226,Friday (1995),1380,3.8
3227,Friday After Next (2002),29370,2.4
3228,Friday Night Lights (2004),71496,3.6
3229,Friday the 13th (1980),31584,2.9
3230,Friday the 13th (2009),133566,3.0
3231,Friday the 13th Part 2 (1981),13825,2.5
3232,Friday the 13th Part 3: 3D (1982),13832,2.2
3233,Friday the 13th Part IV: The Final Chapter (1984),11862,2.6
3234,Friday the 13th Part V: A New Beginning (1985),3956,2.5
3235,Friday the 13th Part VI: Jason Lives (1986),7916,3.2
3236,Friday the 13th Part VII: The New Blood (1988),1980,2.0
3237,Friday the 13th Part VIII: Jason Takes Manhattan (1989),5943,2.0
3238,Fried Green Tomatoes (1991),38130,3.5
3239,"Friend Is a Treasure, A (Chi Trova Un Amico, Trova un Tesoro) (Who Finds a Friend Finds a Treasure) (1981)",5720,2.5
3240,Friendly Persuasion (1956),4046,4.0
3241,Friends & Lovers (1999),2589,3.5
3242,Friends with Benefits (2011),1768100,3.0
3243,Friends with Kids (2011),275070,3.7
3244,Friends with Money (2006),179456,3.2
3245,Fright Night (1985),34404,3.6
3246,Fright Night (2011),178060,3.2
3247,Fright Night Part II (1988),5736,2.0
3248,"Frighteners, The (1996)",18377,3.5
3249,"Frisco Kid, The (1979)",33126,2.5
3250,Frisk (1995),636,3.0
3251,From Beyond (1986),7984,4.0
3252,From Dusk Till Dawn (1996),3850,3.5
3253,From Dusk Till Dawn 2: Texas Blood Money (1999) ,27008,1.0
3254,From Hell (2001),97300,3.6
3255,From Here to Eternity (1953),21384,4.0
3256,From Justin to Kelly (2003),19449,0.8
3257,From Paris with Love (2010),149702,2.5
3258,From Russia with Love (1963),106128,3.8
3259,From Up on Poppy Hill (Kokuriko-zaka kara) (2011),98604,4.5
3260,From the Earth to the Moon (1998),27002,3.5
3261,From the Hip (1987),2751,4.0
3262,From the Terrace (1960),6449,3.0
3263,Front Cover (2016),178615,3.5
3264,"Front Page, The (1931)",8302,3.5
3265,"Front Page, The (1974)",14186,3.8
3266,Front of the Class (2008),95175,5.0
3267,Frontière(s) (2007),66310,3.5
3268,Frost/Nixon (2008),581580,3.9
3269,Frosty the Snowman (1969),60365,1.5
3270,Frozen (2010),150790,3.2
3271,Frozen (2013),3094184,3.6
3272,Frozen Planet (2011),201106,4.5
3273,Frozen River (2008),60943,4.5
3274,Fruitvale Station (2013),207248,4.0
3275,Fubar (2002),55110,3.8
3276,Fuck (2005),49263,3.0
3277,"Fuck You, Goethe (Fack Ju Göhte) (2013)",215130,2.8
3278,"Fugitive, The (1947)",55854,3.0
3279,"Fugitive, The (1993)",86830,4.0
3280,Fugitives (1986),173619,5.0
3281,Full Metal Jacket (1987),124644,4.1
3282,"Full Monty, The (1997)",91896,3.8
3283,Full Moon in Blue Water (1988),5338,2.0
3284,Fullmetal Alchemist 2018 (2017),184641,0.5
3285,Fullmetal Alchemist the Movie: Conqueror of Shamballa (Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono) (2005),137918,2.8
3286,Fullmetal Alchemist: The Sacred Star of Milos (2011),103210,2.0
3287,Fulltime Killer (Chuen jik sat sau) (2001),6506,3.5
3288,Fun (1994),5178,4.0
3289,Fun with Dick and Jane (2005),462121,2.2
3290,"Funeral, The (1996)",1114,3.0
3291,"Funhouse, The (1981)",3021,2.0
3292,Funny Bones (1995),6892,2.8
3293,Funny Face (1957),6307,3.0
3294,Funny Farm (1988),30756,2.6
3295,Funny Games (1997),34875,3.2
3296,Funny Games U.S. (2007),233204,4.4
3297,Funny Girl (1968),19648,3.8
3298,Funny People (2009),332545,3.5
3299,"Funny Thing Happened on the Way to the Forum, A (1966)",43980,3.1
3300,Fur: An Imaginary Portrait of Diane Arbus (2006),49666,3.0
3301,Furious 7 (2015),783804,2.8
3302,Fury (1936),103300,3.4
3303,Fury (2014),1497730,3.8
3304,"Fury, The (1978)",14928,3.0
3305,Futurama: Bender's Big Score (2007),562510,3.9
3306,Futurama: Bender's Game (2008),566604,3.4
3307,Futurama: Into the Wild Green Yonder (2009),397782,3.5
3308,Futurama: The Beast with a Billion Backs (2008),360966,3.5
3309,Futureworld (1976),26365,2.5
3310,Fuzz (1972),4202,3.0
3311,G-Force (2009),70697,3.5
3312,G.B.F. (2013),111800,3.0
3313,G.I. Jane (1997),34892,2.8
3314,G.I. Joe: Retaliation (2013),303228,3.0
3315,G.I. Joe: The Movie (1987),26590,2.0
3316,G.I. Joe: The Rise of Cobra (2009),562688,2.6
3317,GLOW: The Story of the Gorgeous Ladies of Wrestling (2012),109282,3.0
3318,Gabriel Iglesias: Hot and Fluffy (2007),136443,1.5
3319,Gaga: Five Foot Two (2017),178323,3.5
3320,Galaxy Quest (1999),238125,3.6
3321,Galaxy of Terror (Quest) (1981),5746,5.0
3322,Gallipoli (1981),40229,4.3
3323,Game 6 (2005),45648,2.5
3324,Game Night (2018),183611,4.0
3325,"Game Over, Man! (2018)",185435,3.0
3326,"Game Plan, The (2007)",165750,2.7
3327,Game of Death (1978),13323,4.2
3328,"Game, The (1997)",125125,3.7
3329,Gamer (2009),498778,3.4
3330,"Gamers, The: Dorkness Rising (2008)",65588,2.5
3331,Gandhi (1982),34911,3.8
3332,Gang Related (1997),3324,3.0
3333,Gangs of New York (2002),327580,3.5
3334,Gangster No. 1 (2000),16269,3.0
3335,Gangster Squad (2013),299184,3.3
3336,Garage (2007),72624,3.5
3337,Garage Days (2002),13108,1.2
3338,Garam Masala (2005),142831,4.5
3339,Garden State (2004),421632,3.7
3340,"Garden of Words, The (Koto no ha no niwa) (2013)",109633,5.0
3341,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)",13272,3.7
3342,Gardens of Stone (1987),4111,3.0
3343,Garfield's Pet Force (2009),69469,5.0
3344,Garfield: A Tail of Two Kitties (2006),92674,2.2
3345,Garfield: The Movie (2004),41860,2.3
3346,Garm Wars: The Last Druid (2014),149902,2.0
3347,"Gas, Food, Lodging (1992)",13702,2.8
3348,Gaslight (1944),6342,4.1
3349,"Gate, The (1987)",2451,3.0
3350,Gattaca (1997),142158,4.0
3351,"Gauntlet, The (1977)",9894,3.5
3352,"Gay Divorcee, The (1934)",1814,3.5
3353,Gen-X Cops (1999),158721,3.5
3354,Gena the Crocodile (1969),175293,5.0
3355,"General Died at Dawn, The (1936)",65350,0.5
3356,"General's Daughter, The (1999)",40320,2.9
3357,"General, The (1926)",27198,4.0
3358,"General, The (1998)",4850,4.0
3359,Generation Iron 2,171891,3.5
3360,Generation P (2011),89898,3.5
3361,Generation War (2013),115969,4.0
3362,Generation X (1996),75416,1.5
3363,Genghis Blues (1999),7786,3.5
3364,Genius (2016),160400,3.0
3365,Genius Party (2007),153236,3.0
3366,Gentleman's Agreement (1947),1940,4.0
3367,Gentlemen Broncos (2009),144448,2.2
3368,Gentlemen Prefer Blondes (1953),21780,3.8
3369,Gentlemen of Fortune (Dzhentlmeny udachi) (1972),149454,4.8
3370,George Carlin: Back in Town (1996),136445,5.0
3371,George Carlin: It's Bad for Ya! (2008),129514,5.0
3372,George Carlin: Jammin' in New York (1992),140265,5.0
