,movieId,title,rating_count,rating_avg,imdbId,tmdbId,tags,posterUrl
2256,2997,Being John Malkovich (1999),99,4.0,120601.0,492.0,,NaN
2257,3000,Princess Mononoke (Mononoke-hime) (1997),48,4.0,119698.0,128.0,,NaN
2258,3002,My Best Fiend (Mein liebster Feind) (1999),1,4.0,200849.0,8672.0,,NaN
2259,3003,Train of Life (Train de vie) (1998),2,4.5,170705.0,8056.0,,NaN
2260,3004,"Bachelor, The (1999)",11,2.5,120596.0,2020.0,,NaN
2261,3005,"Bone Collector, The (1999)",25,2.8,145681.0,9481.0,,NaN
2262,3006,"Insider, The (1999)",31,3.7,140352.0,9008.0,,NaN
2263,3007,American Movie (1999),6,3.8,181288.0,14242.0,,NaN
2264,3008,Last Night (1998),1,4.0,156729.0,16129.0,,NaN
2265,3010,Rosetta (1999),1,4.0,200071.0,11489.0,,NaN
2266,3011,"They Shoot Horses, Don't They? (1969)",4,3.2,65088.0,28145.0,,NaN
2267,3013,Bride of Re-Animator (1990),1,4.0,99180.0,18111.0,,NaN
2268,3014,Bustin' Loose (1981),1,2.0,82121.0,31361.0,court| military,NaN
2269,3015,Coma (1978),3,3.7,77355.0,11223.0,,NaN
2270,3016,Creepshow (1982),14,3.1,83767.0,16281.0,,NaN
2271,3017,Creepshow 2 (1987),4,3.0,92796.0,16288.0,,NaN
2272,3018,Re-Animator (1985),10,3.5,89885.0,1694.0,,NaN
2273,3019,Drugstore Cowboy (1989),10,4.2,97240.0,476.0,,NaN
2274,3020,Falling Down (1993),17,3.5,106856.0,37094.0,,NaN
2275,3021,"Funhouse, The (1981)",1,2.0,82427.0,13555.0,,NaN
2276,3022,"General, The (1926)",9,4.0,17925.0,961.0,,NaN
2277,3024,Piranha (1978),7,2.6,78087.0,24831.0,,NaN
2278,3028,"Taming of the Shrew, The (1967)",2,2.5,61407.0,25560.0,,NaN
2279,3029,Nighthawks (1981),6,3.2,82817.0,21610.0,,NaN
2280,3030,Yojimbo (1961),13,4.2,55630.0,11878.0,,NaN
2281,3031,Repossessed (1990),4,2.4,100475.0,11510.0,,NaN
2282,3032,"Omega Man, The (1971)",6,3.7,67525.0,11234.0,,NaN
2283,3033,Spaceballs (1987),59,3.5,94012.0,957.0,,NaN
2284,3034,Robin Hood (1973),36,3.5,70608.0,11886.0,,NaN
2285,3035,Mister Roberts (1955),11,3.8,48380.0,37853.0,,NaN
2286,3036,"Quest for Fire (Guerre du feu, La) (1981)",7,3.8,82484.0,62204.0,,NaN
2287,3037,Little Big Man (1970),24,4.1,65988.0,11040.0,,NaN
2288,3038,"Face in the Crowd, A (1957)",5,4.2,50371.0,21849.0,,NaN
2289,3039,Trading Places (1983),39,3.7,86465.0,1621.0,,NaN
2290,3040,Meatballs (1979),9,3.2,79540.0,14035.0,,NaN
2291,3041,Meatballs Part II (1984),6,2.1,87700.0,40771.0,freaks,NaN
2292,3042,Meatballs III (1987),2,2.5,93516.0,40772.0,,NaN
2293,3043,Meatballs 4 (1992),1,1.0,104837.0,40773.0,,NaN
2294,3044,Dead Again (1991),13,3.8,101669.0,11498.0,,NaN
2295,3045,Peter's Friends (1992),5,3.6,105130.0,11790.0,Screwball,NaN
2296,3046,"Incredibly True Adventure of Two Girls in Love, The (1995)",2,4.5,113416.0,29371.0,SNL,NaN
2297,3048,Under the Rainbow (1981),3,2.0,83254.0,47941.0,,NaN
2298,3051,Anywhere But Here (1999),3,2.5,149691.0,21349.0,,NaN
2299,3052,Dogma (1999),79,3.6,120655.0,1832.0,,NaN
2300,3053,"Messenger: The Story of Joan of Arc, The (1999)",11,3.9,151137.0,10047.0,Broadway,NaN
2301,3054,Pokémon: The First Movie (1998),8,2.3,190641.0,10228.0,,NaN
2302,3055,Felicia's Journey (1999),3,3.3,165773.0,47692.0,court,NaN
2303,3056,Oxygen (1999),1,4.0,160620.0,18561.0,,NaN
2304,3057,Where's Marlowe? (1998),1,4.0,118150.0,144953.0,,NaN
2305,3060,"Commitments, The (1991)",15,3.9,101605.0,11663.0,,NaN
2306,3061,Holiday Inn (1942),8,3.6,34862.0,13485.0,,NaN
2307,3062,"Longest Day, The (1962)",11,4.0,56197.0,9289.0,,NaN
2308,3063,Poison Ivy (1992),6,2.2,105156.0,9264.0,,NaN
2309,3064,Poison Ivy: New Seduction (1997),3,2.3,119908.0,18222.0,,NaN
2310,3066,Tora! Tora! Tora! (1970),7,3.9,66473.0,11165.0,adolescence,NaN
2311,3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),10,3.5,95675.0,4203.0,,NaN
2312,3068,"Verdict, The (1982)",7,4.4,84855.0,24226.0,death penalty,NaN
2313,3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",21,3.5,86856.0,11379.0,freaks,NaN
2314,3071,Stand and Deliver (1988),9,3.5,94027.0,29154.0,,NaN
2315,3072,Moonstruck (1987),27,3.6,93565.0,2039.0,,NaN
2316,3073,"Sandpiper, The (1965)",1,5.0,59674.0,77915.0,,NaN
2317,3074,Jeremiah Johnson (1972),4,4.2,68762.0,11943.0,,NaN
2318,3075,Repulsion (1965),3,4.2,59646.0,11481.0,,NaN
2319,3076,Irma la Douce (1963),4,3.6,57187.0,2690.0,,NaN
2320,3077,42 Up (1998),2,4.0,164312.0,20565.0,,NaN
2321,3078,Liberty Heights (1999),2,4.0,165859.0,27141.0,,NaN
2322,3079,Mansfield Park (1999),6,3.1,178737.0,10399.0,,NaN
2323,3081,Sleepy Hollow (1999),62,3.5,162661.0,2668.0,,NaN
2324,3082,"World Is Not Enough, The (1999)",39,3.3,143145.0,36643.0,Holocaust| bittersweet| emotional| Heartwarming| poignant| sentimental| tear jerker| tearjerking,NaN
2325,3083,All About My Mother (Todo sobre mi madre) (1999),19,4.2,185125.0,99.0,,NaN
2326,3086,Babes in Toyland (1934),1,5.0,24852.0,25898.0,,NaN
2327,3087,Scrooged (1988),24,3.2,96061.0,9647.0,,NaN
2328,3088,Harvey (1950),12,3.8,42546.0,11787.0,,NaN
2329,3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),16,4.1,40522.0,5156.0,thought-provoking| racism| edward norton| emotional| politics,NaN
2330,3090,Matewan (1987),6,4.2,93509.0,24276.0,,NaN
2331,3091,Kagemusha (1980),4,4.1,80979.0,11953.0,,NaN
2332,3093,McCabe & Mrs. Miller (1971),4,3.8,67411.0,29005.0,,NaN
2333,3094,Maurice (1987),2,4.0,93512.0,26371.0,,NaN
2334,3095,"Grapes of Wrath, The (1940)",9,4.1,32551.0,596.0,terrorism,NaN
2335,3096,My Man Godfrey (1957),1,5.0,50738.0,52470.0,football,NaN
2336,3097,"Shop Around the Corner, The (1940)",3,3.7,33045.0,20334.0,England,NaN
2337,3098,"Natural, The (1984)",24,3.6,87781.0,11393.0,,NaN
2338,3099,Shampoo (1975),7,3.1,73692.0,31121.0,,NaN
2339,3100,"River Runs Through It, A (1992)",22,3.9,105265.0,293.0,,NaN
2340,3101,Fatal Attraction (1987),36,3.1,93010.0,10998.0,,NaN
2341,3102,Jagged Edge (1985),7,3.6,89360.0,12235.0,,NaN
2342,3103,Stanley & Iris (1990),2,2.8,100680.0,36094.0,,NaN
2343,3104,Midnight Run (1988),22,3.6,95631.0,9013.0,,NaN
2344,3105,Awakenings (1990),22,3.7,99077.0,11005.0,,NaN
2345,3106,Come See the Paradise (1990),1,1.0,99291.0,59820.0,,NaN
2346,3107,Backdraft (1991),23,3.3,101393.0,2924.0,,NaN
2347,3108,"Fisher King, The (1991)",36,3.8,101889.0,177.0,,NaN
2348,3109,"River, The (1984)",4,3.5,88007.0,38557.0,,NaN
2349,3111,Places in the Heart (1984),4,4.2,87921.0,13681.0,,NaN
2350,3112,'night Mother (1986),1,3.0,90556.0,34760.0,,NaN
2351,3113,End of Days (1999),15,2.7,146675.0,9946.0,In Netflix queue,NaN
2352,3114,Toy Story 2 (1999),97,3.9,120363.0,863.0,,NaN
2353,3115,Flawless (1999),5,4.0,155711.0,31582.0,,NaN
2354,3117,Ride with the Devil (1999),4,3.9,134154.0,22267.0,,NaN
2355,3120,"Distinguished Gentleman, The (1992)",2,3.5,104114.0,10411.0,Pixar,NaN
2356,3125,"End of the Affair, The (1999)",1,4.0,172396.0,20024.0,,NaN
2357,3127,Holy Smoke (1999),3,2.8,144715.0,13787.0,South America,NaN
2358,3129,Sweet and Lowdown (1999),3,3.7,158371.0,9684.0,,NaN
2359,3130,Bonfire of the Vanities (1990),5,2.4,99165.0,9586.0,,NaN
2360,3132,Daddy Long Legs (1919),1,2.0,10040.0,70801.0,In Netflix queue,NaN
2361,3134,Grand Illusion (La grande illusion) (1937),7,3.7,28950.0,777.0,,NaN
2362,3135,"Great Santini, The (1979)",3,3.7,79239.0,21887.0,,NaN
2363,3138,Stealing Home (1988),2,3.0,96171.0,32331.0,,NaN
2364,3141,"Two Jakes, The (1990)",2,1.2,100828.0,32669.0,,NaN
2365,3142,U2: Rattle and Hum (1988),4,3.2,96328.0,18161.0,,NaN
2366,3143,Hell in the Pacific (1968),1,3.0,63056.0,31681.0,,NaN
2367,3145,Cradle Will Rock (1999),3,3.2,150216.0,32274.0,,NaN
2368,3146,Deuce Bigalow: Male Gigolo (1999),17,2.3,205000.0,10402.0,,NaN
2369,3147,The Green Mile (1999),111,4.1,120689.0,497.0,,https://image.tmdb.org/t/p/w1280/sOHqdY1RnSn6kcfAHKu28jvTebE.jpg
2370,3148,"Cider House Rules, The (1999)",26,3.8,124315.0,1715.0,,NaN
2371,3150,"War Zone, The (1999)",2,3.2,141974.0,42739.0,,NaN
2372,3152,"Last Picture Show, The (1971)",8,4.5,67328.0,25188.0,,NaN
2373,3153,"7th Voyage of Sinbad, The (1958)",5,4.4,51337.0,15515.0,,NaN
2374,3155,Anna and the King (1999),9,3.7,166485.0,1439.0,,NaN
2375,3156,Bicentennial Man (1999),15,2.8,182789.0,2277.0,,NaN
2376,3157,Stuart Little (1999),19,2.8,164912.0,10137.0,,NaN
2377,3158,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",3,3.7,162866.0,10387.0,,NaN
2378,3159,Fantasia 2000 (1999),15,3.8,120910.0,49948.0,,NaN
2379,3160,Magnolia (1999),52,3.7,175880.0,334.0,,NaN
2380,3161,Onegin (1999),2,3.0,119079.0,30237.0,,NaN
2381,3162,Simpatico (1999),1,3.0,174204.0,50116.0,,NaN
2382,3163,Topsy-Turvy (1999),4,3.9,151568.0,46435.0,,NaN
2383,3165,Boiling Point (1993),2,3.0,106455.0,22213.0,,NaN
2384,3167,Carnal Knowledge (1971),4,3.5,66892.0,36492.0,,NaN
2385,3168,Easy Rider (1969),29,3.6,64276.0,624.0,,NaN
2386,3169,The Falcon and the Snowman (1985),5,3.3,87231.0,26578.0,,NaN
2387,3171,Room at the Top (1959),1,4.0,53226.0,43103.0,dark comedy| dark humor,NaN
2388,3173,Any Given Sunday (1999),18,3.0,146838.0,9563.0,,NaN
2389,3174,Man on the Moon (1999),39,3.5,125664.0,1850.0,,NaN
2390,3175,Galaxy Quest (1999),75,3.6,177789.0,926.0,In Netflix queue,NaN
2391,3176,"Talented Mr. Ripley, The (1999)",49,3.3,134119.0,1213.0,heist,NaN
2392,3177,Next Friday (2000),6,3.2,195945.0,10471.0,,NaN
2393,3178,"Hurricane, The (1999)",16,3.5,174856.0,10400.0,cameo:Whoopi Goldberg| space opera| Star Trek,NaN
2394,3179,Angela's Ashes (1999),3,3.3,145653.0,10397.0,Bible| Moses,NaN
2395,3181,Titus (1999),6,3.9,120866.0,12524.0,,NaN
2396,3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",5,4.0,192335.0,28216.0,England,NaN
2397,3183,"Third Miracle, The (1999)",1,3.0,174268.0,36773.0,,NaN
2398,3185,Snow Falling on Cedars (1999),3,3.3,120834.0,10219.0,,NaN
2399,3186,"Girl, Interrupted (1999)",28,3.5,172493.0,3558.0,,NaN
2400,3189,My Dog Skip (1999),11,3.5,156812.0,17908.0,,NaN
2401,3190,Supernova (2000),4,2.0,134983.0,10384.0,,NaN
2402,3192,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",1,3.0,169302.0,48233.0,,NaN
2403,3194,"Way We Were, The (1973)",4,3.6,70903.0,10236.0,,NaN
2404,3196,Stalag 17 (1953),9,3.7,46359.0,632.0,,NaN
2405,3197,"Presidio, The (1988)",7,2.9,95897.0,11851.0,,NaN
2406,3198,Papillon (1973),14,3.9,70511.0,5924.0,,NaN
2407,3200,"Last Detail, The (1973)",8,4.2,70290.0,14886.0,,NaN
2408,3201,Five Easy Pieces (1970),8,4.5,65724.0,26617.0,,NaN
2409,3203,Dead Calm (1989),12,3.2,97162.0,10493.0,,NaN
2410,3204,"Boys from Brazil, The (1978)",8,3.7,77269.0,16241.0,boxing,NaN
2411,3206,Against All Odds (1984),3,2.3,86859.0,22160.0,boxing,NaN
2412,3208,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),8,2.2,107659.0,9644.0,boxing,NaN
2413,3210,Fast Times at Ridgemont High (1982),42,3.5,83929.0,13342.0,,NaN
2414,3211,"Cry in the Dark, A (1988)",2,3.8,94924.0,35119.0,,NaN
2415,3213,Batman: Mask of the Phantasm (1993),13,4.1,106364.0,14919.0,,NaN
2416,3214,American Flyers (1985),2,3.5,88707.0,14040.0,,NaN
2417,3217,"Star Is Born, A (1937)",3,3.5,29606.0,22692.0,,NaN
2418,3219,Pacific Heights (1990),13,3.2,100318.0,2990.0,,NaN
2419,3221,"Draughtsman's Contract, The (1982)",5,3.7,83851.0,10831.0,,NaN
2420,3223,"Zed & Two Noughts, A (1985)",2,3.0,90366.0,33078.0,martial arts,NaN
2421,3224,Woman in the Dunes (Suna no onna) (1964),4,4.8,58625.0,16672.0,martial arts,NaN
2422,3225,Down to You (2000),4,2.0,186975.0,10472.0,martial arts,NaN
2423,3230,"Odessa File, The (1974)",4,3.9,71935.0,21489.0,christmas,NaN
2424,3235,Where the Buffalo Roam (1980),3,3.7,81748.0,13005.0,e-mail| remake,NaN
2425,3238,Eye of the Beholder (1999),6,1.6,120662.0,18681.0,,NaN
2426,3240,"Big Tease, The (1999)",2,3.2,156639.0,20468.0,,NaN
2427,3241,"Cup, The (Phörpa) (1999)",2,4.5,201840.0,14521.0,,NaN
2428,3243,Encino Man (1992),15,2.4,104187.0,10406.0,,NaN
2429,3244,"Goodbye Girl, The (1977)",12,3.7,76095.0,14741.0,,NaN
2430,3246,Malcolm X (1992),15,4.2,104797.0,1883.0,,NaN
2431,3247,Sister Act (1992),36,3.0,105417.0,2005.0,doctors| bad,NaN
2432,3248,Sister Act 2: Back in the Habit (1993),14,1.9,108147.0,6279.0,,NaN
2433,3249,"Hand That Rocks the Cradle, The (1992)",9,3.1,104389.0,11087.0,,NaN
2434,3250,Alive (1993),9,3.2,106246.0,7305.0,,NaN
2435,3251,Agnes of God (1985),5,3.7,88683.0,24735.0,,NaN
2436,3252,Scent of a Woman (1992),27,3.6,105323.0,9475.0,,NaN
2437,3253,Wayne's World (1992),61,3.5,105793.0,8872.0,,NaN
2438,3254,Wayne's World 2 (1993),27,3.3,108525.0,8873.0,,NaN
2439,3255,"League of Their Own, A (1992)",45,3.5,104694.0,11287.0,,NaN
2440,3256,Patriot Games (1992),31,3.5,105112.0,9869.0,,NaN
2441,3257,"Bodyguard, The (1992)",32,2.9,103855.0,619.0,,NaN
2442,3258,Death Becomes Her (1992),15,2.9,104070.0,9374.0,In Netflix queue,NaN
2443,3259,Far and Away (1992),11,3.1,104231.0,11259.0,,NaN
2444,3260,Howards End (1992),12,4.0,104454.0,8293.0,,NaN
2445,3261,Singles (1992),11,3.2,105415.0,11068.0,,NaN
2446,3262,Twin Peaks: Fire Walk with Me (1992),11,3.4,105665.0,1923.0,,NaN
2447,3263,White Men Can't Jump (1992),22,3.0,105812.0,10158.0,,NaN
2448,3264,Buffy the Vampire Slayer (1992),26,2.4,103893.0,10206.0,,NaN
2449,3265,Hard-Boiled (Lat sau san taam) (1992),9,4.0,104684.0,11782.0,,NaN
2450,3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),6,4.5,103905.0,10086.0,,NaN
2451,3267,"Mariachi, El (1992)",18,3.6,104815.0,9367.0,,NaN
2452,3268,Stop! Or My Mom Will Shoot (1992),11,1.8,105477.0,9876.0,,NaN
2453,3269,Forever Young (1992),27,2.9,104291.0,10326.0,,NaN
2454,3270,"Cutting Edge, The (1992)",12,2.8,104040.0,16562.0,,NaN
2455,3271,Of Mice and Men (1992),17,3.7,105046.0,9609.0,,NaN
2456,3272,Bad Lieutenant (1992),8,3.4,103759.0,12143.0,,NaN
2457,3273,Scream 3 (2000),29,2.7,134084.0,4234.0,,NaN
2458,3274,Single White Female (1992),12,3.4,105414.0,9605.0,,NaN
2459,3275,"Boondock Saints, The (2000)",43,4.2,144117.0,8374.0,,NaN
2460,3276,Gun Shy (2000),1,1.0,171356.0,29076.0,,NaN
2461,3280,"Baby, The (1973)",1,1.5,69754.0,28156.0,,NaN
2462,3281,"Brandon Teena Story, The (1998)",1,2.0,144801.0,113096.0,,NaN
2463,3283,Minnie and Moskowitz (1971),2,3.2,67433.0,24349.0,kidnapping,NaN
2464,3284,They Might Be Giants (1971),1,3.0,67848.0,27841.0,,NaN
2465,3285,"Beach, The (2000)",32,3.1,163978.0,1907.0,,NaN
2466,3286,Snow Day (2000),5,2.3,184907.0,15489.0,,NaN
2467,3287,"Tigger Movie, The (2000)",3,3.2,220099.0,15655.0,religion,NaN
2468,3289,Not One Less (Yi ge dou bu neng shao) (1999),1,4.5,209189.0,36210.0,,NaN
2469,3294,Eaten Alive (1977),1,1.5,74455.0,30062.0,,NaN
2470,3295,Raining Stones (1993),1,4.0,107920.0,62463.0,Australia,NaN
2471,3296,To Sir with Love (1967),7,4.1,62376.0,25934.0,Australia,NaN
2472,3298,Boiler Room (2000),21,3.7,181984.0,14181.0,,NaN
2473,3299,Hanging Up (2000),3,2.7,162983.0,10385.0,,NaN
2474,3300,Pitch Black (2000),39,3.6,134847.0,2787.0,,NaN
2475,3301,"Whole Nine Yards, The (2000)",42,3.5,190138.0,2069.0,,NaN
2476,3302,Beautiful People (1999),2,4.8,159272.0,61416.0,,NaN
2477,3303,Black Tar Heroin: The Dark End of the Street (2000),1,5.0,221023.0,79515.0,,NaN
2478,3306,"Circus, The (1928)",4,4.1,18773.0,28978.0,,NaN
2479,3307,City Lights (1931),13,3.8,21749.0,901.0,,NaN
2480,3308,"Flamingo Kid, The (1984)",7,2.9,87265.0,25010.0,,NaN
2481,3310,"Kid, The (1921)",5,4.1,12349.0,10098.0,,NaN
2482,3313,Class Reunion (1982),2,1.5,84395.0,33374.0,,NaN
2483,3315,Happy Go Lovely (1951),1,4.5,43618.0,127602.0,,NaN
2484,3316,Reindeer Games (2000),13,2.5,184858.0,2155.0,,NaN
2485,3317,Wonder Boys (2000),22,3.7,185014.0,11004.0,,NaN
2486,3323,Chain of Fools (2000),1,4.0,194368.0,20682.0,,NaN
2487,3324,Drowning Mona (2000),3,1.3,186045.0,25166.0,,NaN
2488,3325,"Next Best Thing, The (2000)",3,2.2,156841.0,1831.0,,NaN
2489,3326,What Planet Are You From? (2000),3,3.2,181151.0,10416.0,,NaN
2490,3327,Beyond the Mat (1999),5,3.7,218043.0,14271.0,,NaN
2491,3328,Ghost Dog: The Way of the Samurai (1999),19,4.1,165798.0,4816.0,food,NaN
2492,3329,The Year My Voice Broke (1987),1,4.0,94347.0,19958.0,,NaN
2493,3330,Splendor in the Grass (1961),2,4.2,55471.0,28569.0,,NaN
2494,3331,My Tutor (1983),1,2.0,85980.0,2193.0,Holocaust| Hungary,NaN
2495,3334,Key Largo (1948),10,4.2,40506.0,11016.0,,NaN
2496,3341,Born Yesterday (1950),7,4.3,42276.0,24481.0,,NaN
2497,3342,Birdy (1984),5,3.5,86969.0,11296.0,,NaN
2498,3344,Blood Feast (1963),1,4.0,56875.0,28172.0,,NaN
2499,3345,"Charlie, the Lonesome Cougar (1967)",1,3.0,62793.0,57855.0,,NaN
2500,3347,Never Cry Wolf (1983),9,4.2,86005.0,14280.0,,NaN
2501,3350,"Raisin in the Sun, A (1961)",3,3.8,55353.0,29478.0,,NaN
2502,3353,"Closer You Get, The (2000)",1,4.5,218112.0,73642.0,stapler| workplace,NaN
2503,3354,Mission to Mars (2000),21,2.7,183523.0,2067.0,,NaN
2504,3355,"Ninth Gate, The (1999)",15,3.2,142688.0,622.0,,NaN
2505,3357,East-West (Est-ouest) (1999),1,4.0,181530.0,28463.0,Nicolas Cage,NaN
2506,3358,Defending Your Life (1991),10,3.9,101698.0,12186.0,disability,NaN
2507,3359,Breaking Away (1979),11,4.1,78902.0,20283.0,,NaN
2508,3360,Hoosiers (a.k.a. Best Shot) (1986),22,3.7,91217.0,5693.0,,NaN
2509,3361,Bull Durham (1988),35,3.7,94812.0,287.0,,NaN
2510,3362,Dog Day Afternoon (1975),38,3.9,72890.0,968.0,,NaN
2511,3363,American Graffiti (1973),43,3.8,69704.0,838.0,,NaN
2512,3364,"Asphalt Jungle, The (1950)",3,3.7,42208.0,16958.0,,NaN
2513,3365,"Searchers, The (1956)",7,4.1,49730.0,3114.0,,NaN
2514,3368,"Big Country, The (1958)",2,3.2,51411.0,12501.0,,NaN
2515,3370,Betrayed (1988),2,2.5,94731.0,31618.0,,NaN
2516,3372,"Bridge at Remagen, The (1969)",2,4.0,64110.0,15873.0,,NaN
2517,3374,Daughters of the Dust (1991),1,4.0,104057.0,68427.0,Stephen King,NaN
2518,3378,"Ogre, The (Unhold, Der) (1996)",1,4.0,118043.0,48213.0,,NaN
2519,3379,On the Beach (1959),1,4.5,53137.0,35412.0,,NaN
2520,3384,"Taking of Pelham One Two Three, The (1974)",4,4.5,72251.0,8333.0,,NaN
2521,3385,Volunteers (1985),8,2.8,90274.0,19259.0,,NaN
2522,3386,JFK (1991),31,3.5,102138.0,820.0,,NaN
2523,3387,Who's Harry Crumb? (1989),7,2.9,98645.0,11718.0,,NaN
2524,3388,Harry and the Hendersons (1987),11,2.5,93148.0,8989.0,,NaN
2525,3389,Let's Get Harry (1986),1,2.0,91400.0,32031.0,,NaN
2526,3390,Shanghai Surprise (1986),1,2.0,91934.0,58048.0,,NaN
2527,3391,Who's That Girl? (1987),2,2.5,94321.0,26827.0,,NaN
2528,3392,She-Devil (1989),6,2.3,98309.0,11157.0,,NaN
2529,3393,Date with an Angel (1987),3,1.3,92834.0,28370.0,twist ending,NaN
2530,3394,Blind Date (1987),7,2.4,92666.0,918.0,,NaN
2531,3395,Nadine (1987),3,3.0,93596.0,61178.0,,NaN
2532,3396,"Muppet Movie, The (1979)",33,3.6,79588.0,11176.0,,NaN
2533,3397,"Great Muppet Caper, The (1981)",11,3.5,82474.0,14900.0,,NaN
2534,3398,"Muppets Take Manhattan, The (1984)",15,3.3,87755.0,11899.0,,NaN
2535,3400,We're Back! A Dinosaur's Story (1993),1,3.0,108526.0,18890.0,,NaN
2536,3401,Baby... Secret of the Lost Legend (1985),5,2.2,88760.0,19736.0,,NaN
2537,3402,Turtle Diary (1985),2,4.0,90219.0,123047.0,,NaN
2538,3403,Raise the Titanic (1980),1,4.0,81400.0,24575.0,,NaN
2539,3404,Titanic (1953),6,3.6,46435.0,16535.0,,NaN
2540,3405,"Night to Remember, A (1958)",1,3.0,51994.0,10971.0,,NaN
2541,3406,Captain Horatio Hornblower R.N. (1951),3,3.0,43379.0,23928.0,,NaN
2542,3408,Erin Brockovich (2000),70,3.5,195685.0,462.0,,NaN
2543,3409,Final Destination (2000),35,2.9,195714.0,9532.0,,NaN
2544,3410,Soft Fruit (1999),1,4.0,180181.0,117259.0,,NaN
2545,3412,"Bear, The (Ours, L') (1988)",6,3.4,95800.0,2383.0,,NaN
2546,3414,Love Is a Many-Splendored Thing (1955),1,4.0,48316.0,53879.0,,NaN
2547,3415,"Mirror, The (Zerkalo) (1975)",3,4.2,72443.0,1396.0,,NaN
2548,3417,"Crimson Pirate, The (1952)",1,3.0,44517.0,11570.0,,NaN
2549,3418,Thelma & Louise (1991),41,3.5,103074.0,1541.0,,NaN
2550,3420,...And Justice for All (1979),3,3.2,78718.0,17443.0,ghosts,NaN
2551,3421,Animal House (1978),62,3.7,77975.0,8469.0,,NaN
2552,3422,She's Gotta Have It (1986),6,3.3,91939.0,27995.0,,NaN
2553,3423,School Daze (1988),3,2.2,96054.0,36739.0,evil children,NaN
2554,3424,Do the Right Thing (1989),27,4.0,97216.0,925.0,evil children,NaN
2555,3425,Mo' Better Blues (1990),5,3.4,100168.0,41823.0,,NaN
2556,3426,Jungle Fever (1991),7,3.1,102175.0,1713.0,,NaN
2557,3428,"Champ, The (1979)",1,3.0,78950.0,30547.0,,NaN
2558,3429,Creature Comforts (1989),12,4.2,99317.0,54825.0,,NaN
2559,3430,Death Wish (1974),4,3.0,71402.0,13939.0,,NaN
2560,3431,Death Wish 2 (1982),3,1.7,82250.0,14373.0,,NaN
2561,3432,Death Wish 3 (1985),2,1.5,89003.0,24873.0,,NaN
2562,3433,Death Wish 4: The Crackdown (1987),1,1.0,92857.0,26263.0,,NaN
2563,3434,Death Wish 5: The Face of Death (1994),1,1.0,109578.0,34746.0,,NaN
2564,3435,Double Indemnity (1944),17,4.3,36775.0,996.0,,NaN
2565,3436,Dying Young (1991),4,3.8,101787.0,9079.0,Siam,NaN
2566,3438,Teenage Mutant Ninja Turtles (1990),25,3.0,100758.0,1498.0,,NaN
2567,3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),13,2.7,103060.0,1497.0,,NaN
2568,3440,Teenage Mutant Ninja Turtles III (1993),14,2.1,108308.0,1499.0,,NaN
2569,3441,Red Dawn (1984),14,3.4,87985.0,1880.0,,NaN
2570,3442,Band of the Hand (1986),1,1.0,90693.0,33762.0,,NaN
2571,3444,Bloodsport (1988),9,2.9,92675.0,11690.0,martial arts| sci-fi| alternate universe| philosophy| post apocalyptic,NaN
2572,3445,Eyes of Laura Mars (1978),4,3.5,77530.0,29143.0,Shakespeare sort of,NaN
2573,3446,Funny Bones (1995),2,2.8,113133.0,35292.0,,NaN
2574,3447,"Good Earth, The (1937)",2,4.0,28944.0,36652.0,,NaN
2575,3448,"Good Morning, Vietnam (1987)",43,3.8,93105.0,801.0,,NaN
2576,3449,"Good Mother, The (1988)",1,4.0,95238.0,104301.0,,NaN
2577,3450,Grumpy Old Men (1993),29,3.3,107050.0,11520.0,,NaN
2578,3451,Guess Who's Coming to Dinner (1967),11,4.5,61735.0,1879.0,,NaN
2579,3452,Romeo Must Die (2000),18,3.1,165929.0,2085.0,black and white| Christopher Nolan| directorial debut| mindfuck| not linear| Twist Ending| black and white,NaN
2580,3453,Here on Earth (2000),2,3.0,195778.0,13539.0,,NaN
2581,3454,Whatever It Takes (2000),2,2.2,202402.0,16222.0,high school,NaN
2582,3455,Buddy Boy (1999),1,2.5,146516.0,109479.0,,NaN
2583,3459,Gothic (1986),1,4.0,91142.0,33516.0,southern US,NaN
2584,3461,Lord of the Flies (1963),13,3.0,57261.0,9960.0,,NaN
2585,3462,Modern Times (1936),25,3.7,27977.0,3082.0,,NaN
2586,3466,Heart and Souls (1993),8,3.0,107091.0,12187.0,,NaN
2587,3467,Hud (1963),4,3.8,57163.0,24748.0,,NaN
2588,3468,"Hustler, The (1961)",18,4.3,54997.0,990.0,,NaN
2589,3469,Inherit the Wind (1960),6,4.1,53946.0,1908.0,,NaN
2590,3470,Dersu Uzala (1975),5,4.3,71411.0,9764.0,,NaN
2591,3471,Close Encounters of the Third Kind (1977),60,3.7,75860.0,840.0,,NaN
